timestamp,actual_value,predicted_value,forecast_error,abs_error,risk_level,recommendation,reason,model_version
2016-04-23 12:40:00,90.0,151.95334627740345,61.953346277403455,61.953346277403455,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 151.95 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 12:50:00,90.0,137.81635440009313,47.81635440009313,47.81635440009313,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 137.82 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:00:00,100.0,136.7909930200194,36.790993020019414,36.790993020019414,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 136.79 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:10:00,100.0,133.2704082134696,33.27040821346961,33.27040821346961,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 133.27 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:20:00,100.0,136.02140484743055,36.021404847430546,36.021404847430546,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 136.02 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:30:00,130.0,146.77586619335815,16.775866193358155,16.775866193358155,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 146.78 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:40:00,260.0,155.83541548344917,-104.16458451655083,104.16458451655083,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 155.84 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 13:50:00,110.0,245.13445961944717,135.13445961944717,135.13445961944717,HIGH,REDUCE_NON_CRITICAL_LOAD_OR_CHECK_HVAC,Predicted appliance energy is 245.13 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:00:00,110.0,104.42389011146527,-5.576109888534731,5.576109888534731,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 104.42 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:10:00,110.0,132.45090585152022,22.45090585152022,22.45090585152022,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 132.45 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:20:00,110.0,118.2031208344649,8.203120834464897,8.203120834464897,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 118.20 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:30:00,110.0,117.5935983220011,7.5935983220011,7.5935983220011,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 117.59 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:40:00,110.0,122.23567537221683,12.235675372216832,12.235675372216832,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 122.24 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 14:50:00,110.0,107.53596443706272,-2.4640355629372834,2.4640355629372834,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 107.54 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:00:00,110.0,117.25150536275042,7.251505362750422,7.251505362750422,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 117.25 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:10:00,80.0,117.60318177085657,37.603181770856565,37.603181770856565,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 117.60 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:20:00,90.0,97.27460786070503,7.274607860705032,7.274607860705032,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 97.27 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:30:00,80.0,111.47994944897162,31.479949448971624,31.479949448971624,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 111.48 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:40:00,80.0,99.88716373242431,19.887163732424312,19.887163732424312,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 99.89 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 15:50:00,70.0,98.61114448363978,28.611144483639777,28.611144483639777,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 98.61 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:00:00,80.0,92.7987286859554,12.798728685955396,12.798728685955396,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 92.80 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:10:00,80.0,95.10523223323418,15.105232233234176,15.105232233234176,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 95.11 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:20:00,70.0,96.81767040525955,26.81767040525955,26.81767040525955,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 96.82 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:30:00,60.0,89.6152813838259,29.615281383825902,29.615281383825902,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 89.62 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:40:00,60.0,83.99081967963669,23.990819679636687,23.990819679636687,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 83.99 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 16:50:00,60.0,84.05463424278682,24.05463424278682,24.05463424278682,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 84.05 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:00:00,80.0,82.50523945608957,2.505239456089569,2.505239456089569,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 82.51 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:10:00,80.0,94.76734617225722,14.76734617225722,14.76734617225722,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 94.77 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:20:00,80.0,89.93448594282916,9.934485942829156,9.934485942829156,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 89.93 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:30:00,70.0,97.1092452077904,27.109245207790394,27.109245207790394,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 97.11 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:40:00,80.0,83.44060079316158,3.440600793161579,3.440600793161579,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 83.44 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 17:50:00,80.0,90.47734338107007,10.477343381070071,10.477343381070071,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 90.48 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:00:00,190.0,89.39852904704978,-100.60147095295022,100.60147095295022,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 89.40 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:10:00,580.0,173.16582164977228,-406.8341783502277,406.8341783502277,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 173.17 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:20:00,480.0,455.97624715278175,-24.023752847218248,24.023752847218248,CRITICAL,HUMAN_CHECK_BEFORE_ACTUATOR_CONTROL,Predicted appliance energy is 455.98 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:30:00,200.0,314.245012499091,114.24501249909099,114.24501249909099,HIGH,REDUCE_NON_CRITICAL_LOAD_OR_CHECK_HVAC,Predicted appliance energy is 314.25 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:40:00,120.0,150.91948460140995,30.91948460140995,30.91948460140995,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 150.92 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 18:50:00,120.0,132.53781555497363,12.537815554973633,12.537815554973633,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 132.54 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 19:00:00,140.0,135.72043447628494,-4.279565523715064,4.279565523715064,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 135.72 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
2016-04-23 19:10:00,110.0,139.21301797150767,29.213017971507668,29.213017971507668,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 139.21 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1
